2015-01-01,2900575
2015-01-02,3158211
2015-01-03,3596487
2015-01-04,3939672
2015-01-05,4101790
2015-01-06,4149164
2015-01-07,4161928
2015-01-08,4182622
2015-01-09,4153509
2015-01-10,3913704
2015-01-11,3635468
2015-01-12,4011329
2015-01-13,3969860
2015-01-14,4225259
2015-01-15,4106437
2015-01-16,4074699
2015-01-17,4053950
2015-01-18,3827153
2015-01-19,4099085
2015-01-20,4166022
2015-01-21,4091559
2015-01-22,4197553
2015-01-23,4153027
2015-01-24,3841539
2015-01-25,3658452
2015-01-26,3969836
2015-01-27,4250943
2015-01-28,4146675
2015-01-29,4155199
2015-01-30,4015565
2015-01-31,3895604
2015-02-01,3678729
2015-02-02,3983918
2015-02-03,3962811
2015-02-04,3904604
2015-02-05,3812319
2015-02-06,3808081
2015-02-07,3503405
2015-02-08,3476838
2015-02-09,3562045
2015-02-10,3221193
2015-02-11,2909801
2015-02-12,2934951
2015-02-13,2847925
2015-02-14,2526925
2015-02-15,2311930
2015-02-16,2243961
2015-02-17,2121020
2015-02-18,1589939
2015-02-19,1924576
2015-02-20,1978058
2015-02-21,2012807
2015-02-22,2057151
2015-02-23,2129969
2015-02-24,2215586
2015-02-25,2345116
2015-02-26,2617715
2015-02-27,2906772
2015-02-28,1675678
2015-03-01,2900464
2015-03-02,3334082
2015-03-03,3492606
2015-03-04,3597890
2015-03-05,1798044
2015-03-06,1787992
2015-03-07,3559113
2015-03-08,2972454
2015-03-09,3772564
2015-03-10,3868938
2015-03-11,3881363
2015-03-12,3935078
2015-03-13,3845654
2015-03-14,3940997
2015-03-15,3710792
2015-03-16,3736062
2015-03-17,3862429
2015-03-18,3809448
2015-03-19,3294148
2015-03-20,2659507
2015-03-21,3097831
2015-03-22,3153864
2015-03-23,3793539
2015-03-24,3886598
2015-03-25,3946979
2015-03-26,3978091
2015-03-27,3505012
2015-03-28,3641733
2015-03-29,3489199
2015-03-30,3792338
2015-03-31,3799367
2015-04-01,3878931
2015-04-02,3895444
2015-04-03,3917458
2015-04-04,3701865
2015-04-05,3077103
2015-04-06,3396784
2015-04-07,3955773
2015-04-08,3933520
2015-04-09,3934117
2015-04-10,3841726
2015-04-11,3757337
2015-04-12,3471838
2015-04-13,3794991
2015-04-14,3886747
2015-04-15,3883621
2015-04-16,3858169
2015-04-17,3720202
2015-04-18,3618044
2015-04-19,3592847
2015-04-20,3694081
2015-04-21,3785960
2015-04-22,3822967
2015-04-23,3907020
2015-04-24,3854392
2015-04-25,3801188
2015-04-26,3606876
2015-04-27,3827721
2015-04-28,3921793
2015-04-29,3903749
2015-04-30,3807190
2015-05-01,2893128
2015-05-02,2988003
2015-05-03,3501631
2015-05-04,3785149
2015-05-05,3908821
2015-05-06,3920908
2015-05-07,3900211
2015-05-08,3893473
2015-05-09,3756578
2015-05-10,3488394
2015-05-11,3768083
2015-05-12,3833756
2015-05-13,3944756
2015-05-14,4113033
2015-05-15,3925658
2015-05-16,3753444
2015-05-17,3545599
2015-05-18,3747294
2015-05-19,3901643
2015-05-20,3878744
2015-05-21,3834144
2015-05-22,3873964
2015-05-23,3857605
2015-05-24,3658025
2015-05-25,3894369
2015-05-26,3932831
2015-05-27,3943848
2015-05-28,3980124
2015-05-29,3919808
2015-05-30,3660404
2015-05-31,3409681
2015-06-01,3678089
2015-06-02,3765956
2015-06-03,3715689
2015-06-04,3717902
2015-06-05,3712017
2015-06-06,3748581
2015-06-07,3505473
2015-06-08,3804096
2015-06-09,3931900
2015-06-10,4026655
2015-06-11,4029529
2015-06-12,4045499
2015-06-13,3981977
2015-06-14,3786307
2015-06-15,4025300
2015-06-16,3880740
2015-06-17,3732340
2015-06-18,3780395
2015-06-19,3900360
2015-06-20,3292730
2015-06-21,3416254
2015-06-22,3724890
2015-06-23,3752153
2015-06-24,3883363
2015-06-25,4029993
2015-06-26,3961676
2015-06-27,3732367
2015-06-28,3459483
2015-06-29,3775745
2015-06-30,3911804
2015-07-01,2692956
2015-07-02,3642866
2015-07-03,4044005
2015-07-04,3826577
2015-07-05,3552897
2015-07-06,3797621
2015-07-07,3198852
2015-07-08,3812753
2015-07-09,3959028
2015-07-10,4067013
2015-07-11,3851053
2015-07-12,3511131
2015-07-13,4034339
2015-07-14,3550189
2015-07-15,4018448
2015-07-16,4248386
2015-07-17,4095465
2015-07-18,3950332
2015-07-19,3765951
2015-07-20,4112606
2015-07-21,4276542
2015-07-22,4102868
2015-07-23,4145418
2015-07-24,4212612
2015-07-25,4039046
2015-07-26,3788798
2015-07-27,4257147
2015-07-28,4349349
2015-07-29,4326839
2015-07-30,4295408
2015-07-31,4225719
2015-08-01,3679973
2015-08-02,3513088
2015-08-03,4109362
2015-08-04,4249464
2015-08-05,4287459
2015-08-06,4402083
2015-08-07,4369295
2015-08-08,4161898
2015-08-09,3787603
2015-08-10,4041268
2015-08-11,3903333
2015-08-12,4085366
2015-08-13,4168955
2015-08-14,4214550
2015-08-15,4047430
2015-08-16,3817657
2015-08-17,4155488
2015-08-18,4015123
2015-08-19,3948699
2015-08-20,3869580
2015-08-21,3343687
2015-08-22,3858150
2015-08-23,3624080
2015-08-24,3761623
2015-08-25,3909831
2015-08-26,4011378
2015-08-27,4029224
2015-08-28,3487881
2015-08-29,3867982
2015-08-30,3811394
2015-08-31,4109812
2015-09-01,4066668
2015-09-02,3925296
2015-09-03,3177414
2015-09-04,3566662
2015-09-05,3757287
2015-09-06,3841049
2015-09-07,4018482
2015-09-08,3691852
2015-09-09,3918906
2015-09-10,3929441
2015-09-11,3927760
2015-09-12,3633339
2015-09-13,3447496
2015-09-14,3713833
2015-09-15,3832844
2015-09-16,3749554
2015-09-17,3946919
2015-09-18,3975839
2015-09-19,3820881
2015-09-20,3608073
2015-09-21,3957586
2015-09-22,4039707
2015-09-23,4017043
2015-09-24,4037352
2015-09-25,4040154
2015-09-26,3497499
2015-09-27,3356801
2015-09-28,3873351
2015-09-29,4000522
2015-09-30,4542677
2015-10-01,2841489
2015-10-02,2776441
2015-10-03,2754225
2015-10-04,3016213
2015-10-05,3443517
2015-10-06,3629157
2015-10-07,3669034
2015-10-08,4002839
2015-10-09,3773217
2015-10-10,3718483
2015-10-11,3236485
2015-10-12,3676439
2015-10-13,3708587
2015-10-14,3748435
2015-10-15,3538810
2015-10-16,3807975
2015-10-17,3802147
2015-10-18,3521948
2015-10-19,3719963
2015-10-20,3608500
2015-10-21,3926344
2015-10-22,3926220
2015-10-23,3914699
2015-10-24,3945502
2015-10-25,3512930
2015-10-26,3750753
2015-10-27,3929170
2015-10-28,3838921
2015-10-29,3915735
2015-10-30,3840502
2015-10-31,3232390
2015-11-01,3443912
2015-11-02,3599595
2015-11-03,3796895
2015-11-04,3903614
2015-11-05,3920772
2015-11-06,3910196
2015-11-07,3819933
2015-11-08,3500779
2015-11-09,3382794
2015-11-10,3347273
2015-11-11,3452265
2015-11-12,3407477
2015-11-13,3528801
2015-11-14,3377359
2015-11-15,3377554
2015-11-16,3697464
2015-11-17,3862200
2015-11-18,3854823
2015-11-19,3913774
2015-11-20,3903341
2015-11-21,3820628
2015-11-22,3198030
2015-11-23,3939268
2015-11-24,4025841
2015-11-25,3608402
2015-11-26,4160858
2015-11-27,4169118
2015-11-28,3927863
2015-11-29,3566745
2015-11-30,3782338
2015-12-01,3876643
2015-12-02,3998786
2015-12-03,4030378
2015-12-04,3872078
2015-12-05,3701451
2015-12-06,3723541
2015-12-07,3983834
2015-12-08,4140712
2015-12-09,4068916
2015-12-10,4232933
2015-12-11,4208018
2015-12-12,4001223
2015-12-13,3856921
2015-12-14,4117837
2015-12-15,3315516
2015-12-16,4269798
2015-12-17,4316805
2015-12-18,4348796
2015-12-19,4117298
2015-12-20,3969676
2015-12-21,4170567
2015-12-22,3869879
2015-12-23,4167805
2015-12-24,4320650
2015-12-25,4294518
2015-12-26,3874950
2015-12-27,3905750
2015-12-28,4105261
2015-12-29,4255276
2015-12-30,4170536
2015-12-31,4020591
2016-01-01,3232705
2016-01-02,3400311
2016-01-03,3641332
2016-01-04,4010378
2016-01-05,4114238
2016-01-06,4228910
2016-01-07,4271151
2016-01-08,4064567
2016-01-09,4063805
2016-01-10,3631998
2016-01-11,4219307
2016-01-12,4335493
2016-01-13,3567044
2016-01-14,4188494
2016-01-15,3459120
2016-01-16,3825385
2016-01-17,3356428
2016-01-18,3964754
2016-01-19,3967388
2016-01-20,4014577
2016-01-21,4179388
2016-01-22,3869181
2016-01-23,3857605
2016-01-24,3418767
2016-01-25,3577731
2016-01-26,3529451
2016-01-27,3796580
2016-01-28,3828398
2016-01-29,3817281
2016-01-30,3585530
2016-01-31,3474602
2016-02-01,3577546
2016-02-02,3400726
2016-02-03,3164092
2016-02-04,2985701
2016-02-05,2769694
2016-02-06,2651179
2016-02-07,2400941
2016-02-08,2328935
2016-02-09,2367668
2016-02-10,2360456
2016-02-11,2390654
2016-02-12,2456605
2016-02-13,2519542
2016-02-14,2629206
2016-02-15,2932628
2016-02-16,3138577
2016-02-17,3211835
2016-02-18,3327845
2016-02-19,3534671
2016-02-20,3457037
2016-02-21,3353382
2016-02-22,3740474
2016-02-23,3752948
2016-02-24,3817079
2016-02-25,3821269
2016-02-26,3778753
2016-02-27,3621678
2016-02-28,3427752
2016-02-29,3830666
2016-03-01,3990461
2016-03-02,4052463
2016-03-03,4077052
2016-03-04,4047478
2016-03-05,3862328
2016-03-06,3680144
2016-03-07,4082510
2016-03-08,4128456
2016-03-09,4266444
2016-03-10,4034056
2016-03-11,4187860
2016-03-12,3971600
2016-03-13,3671423
2016-03-14,4040799
2016-03-15,4126436
2016-03-16,3999919
2016-03-17,3960902
2016-03-18,4028738
2016-03-19,3890087
2016-03-20,3590345
2016-03-21,3903985
2016-03-22,4615207
2016-03-23,4049102
2016-03-24,4080274
2016-03-25,4024048
2016-03-26,3911950
2016-03-27,3684076
2016-03-28,3969515
2016-03-29,4026603
2016-03-30,4007978
2016-03-31,4019892
2016-04-01,4003527
2016-04-02,4017529
2016-04-03,3732506
2016-04-04,3216632
2016-04-05,3710743
2016-04-06,4068945
2016-04-07,3995555
2016-04-08,4036804
2016-04-09,3995427
2016-04-10,3713744
2016-04-11,3902557
2016-04-12,3994915
2016-04-13,4030816
2016-04-14,4053163
2016-04-15,4044319
2016-04-16,3962151
2016-04-17,3720344
2016-04-18,3830146
2016-04-19,3853482
2016-04-20,3601084
2016-04-21,3938636
2016-04-22,3975591
2016-04-23,4130359
2016-04-24,3779401
2016-04-25,3992619
2016-04-26,4096040
2016-04-27,3938562
2016-04-28,3950044
2016-04-29,3956025
2016-04-30,3675404
2016-05-01,3127033
2016-05-02,3471769
2016-05-03,3686262
2016-05-04,3904758
2016-05-05,4076967
2016-05-06,4110685
2016-05-07,4001702
2016-05-08,3626796
2016-05-09,4004587
2016-05-10,3977966
2016-05-11,4015503
2016-05-12,4132899
2016-05-13,4108075
2016-05-14,3989503
2016-05-15,3756678
2016-05-16,3952351
2016-05-17,3949708
2016-05-18,3901864
2016-05-19,3913280
2016-05-20,3963967
2016-05-21,3890195
2016-05-22,3640372
2016-05-23,3969389
2016-05-24,4043578
2016-05-25,4096819
2016-05-26,4219737
2016-05-27,4113139
2016-05-28,4009038
2016-05-29,3789849
2016-05-30,3872713
2016-05-31,4014739
2016-06-01,3988022
2016-06-02,3968795
2016-06-03,4041719
2016-06-04,3874204
2016-06-05,3692647
2016-06-06,4008633
2016-06-07,4162818
2016-06-08,4055291
2016-06-09,3548896
2016-06-10,3762722
2016-06-11,3902134
2016-06-12,3974914
2016-06-13,4169418
2016-06-14,4264932
2016-06-15,4334099
2016-06-16,4163197
2016-06-17,4301308
2016-06-18,4234259
2016-06-19,4047065
2016-06-20,4155898
2016-06-21,4371422
2016-06-22,4418030
2016-06-23,4536418
2016-06-24,4447924
2016-06-25,4087964
2016-06-26,3885732
2016-06-27,4128141
2016-06-28,4207413
2016-06-29,4747110
2016-06-30,4905574
2016-07-01,4335777
2016-07-02,4079363
2016-07-03,3840101
2016-07-04,4071327
2016-07-05,4161432
2016-07-06,4104851
2016-07-07,4498741
2016-07-08,4554365
2016-07-09,4333160
2016-07-10,4074906
2016-07-11,4441372
2016-07-12,4525375
2016-07-13,4481143
2016-07-14,4538956
2016-07-15,4634383
2016-07-16,4220289
2016-07-17,4107215
2016-07-18,4550893
2016-07-19,4677268
2016-07-20,4772549
2016-07-21,4750962
2016-07-22,4754751
2016-07-23,4637393
2016-07-24,4311960
2016-07-25,4809396
2016-07-26,4852473
2016-07-27,4737322
2016-07-28,4790575
2016-07-29,4788141
2016-07-30,4514944
2016-07-31,4259280
2016-08-01,4627029
2016-08-02,4618467
2016-08-03,4490739
2016-08-04,4367727
2016-08-05,4253298
2016-08-06,4023140
2016-08-07,3663205
2016-08-08,3689233
2016-08-09,3679212
2016-08-10,3994246
2016-08-11,4061157
2016-08-12,4127489
2016-08-13,4043540
2016-08-14,3744055
2016-08-15,4222039
2016-08-16,4603302
2016-08-17,4200728
2016-08-18,4454857
2016-08-19,4517220
2016-08-20,4141047
2016-08-21,3873626
2016-08-22,4285132
2016-08-23,4200526
2016-08-24,4151262
2016-08-25,4194893
2016-08-26,4018774
2016-08-27,3610828
2016-08-28,3446470
2016-08-29,3681879
2016-08-30,3607667
2016-08-31,3664003
