2016-09-01,4067543
2016-09-02,4020184
2016-09-03,4069797
2016-09-04,3941505
2016-09-05,3909880
2016-09-06,4143786
2016-09-07,3925334
2016-09-08,3869780
2016-09-09,4067543
2016-09-10,3869780
2016-09-11,3811200
2016-09-12,3635280
2016-09-13,3845399
2016-09-14,4068492
2016-09-15,3873056
2016-09-16,3898993
2016-09-17,4143786
2016-09-18,3811200
2016-09-19,3753311
2016-09-20,3559102
2016-09-21,3764531
2016-09-22,3592493
2016-09-23,3819775
2016-09-24,3811200
2016-09-25,3859826
2016-09-26,4068492
2016-09-27,3884238
2016-09-28,3917358
2016-09-29,3910948
2016-09-30,4059442
